BCDR020,BJT02,PT Bank Pembangunan Daerah Jawa Timut Tbk,Jasa Konsultan Pengembangan Business Continuity Information Technology,VPRC,2015,TSR,#N/A,WNW,,IT Advisory,1.1.2. BPD,,,Business Continuity and Disaster Recovery,,,,,,,,"725,000,000",1,,2,,,,,,,12/14/2015,12/13/2016,,20%,35%,20%,20%,5%,,,,,,12/13/2016,,"659,090,909",-,"659,090,909","659,090,909","659,090,909","659,090,909",2,2,0%,100%,100%,10/26/2017,11/13/2017,4. > 6 months,100%,100%,100%,,0,100%
BCDR021,PPP01,PT Pegadaian (Persero),Penyusunan BCMS,VPRC,2016,SSM,#N/A,FTN,-,IT Advisory,1.3.4. Lembaga Jasa Keuangan Khusus,,,Business Continuity and Disaster Recovery,,,,,,,,"372,000,000",1,,2,,,,,,,5/9/2016,9/9/2016,,25%,35%,30%,10%,,,,,,,9/9/2016,,"338,181,818",0,"338,181,818","338,181,818","338,181,818","338,181,818",2,2,0%,100%,100%,12/15/2016,12/23/2016,4. > 6 months,100%,100%,100%,,0,100%
BCDR022,MSM01,PT Mandiri Sekuritas,Jasa Independent Reviewer BCP,VPRC,2016,SSM,#N/A,ATB,-,IT Audit & Assurance,1.2.2. Perusahaan Efek,,1,Business Continuity and Disaster Recovery,,,,,,,,"35,000,000",0,,2,,,,,,,7/18/2016,8/18/2016,,50%,50%,,,,,,,,,8/18/2016,,"35,000,000",-,"35,000,000","35,000,000","35,000,000","35,000,000",2,2,0%,100%,100%,9/1/2016,9/16/2016,2. 1 to 3 months,100%,100%,100%,,0,100%
BCDR023,CSI01,PT CIMB Securities Indonesia,Jasa Independent Reviewer BCP,VPRC,2017,SSM,#N/A,IFI,,IT Audit & Assurance,1.2.2. Perusahaan Efek,,1,Business Continuity and Disaster Recovery,,,,,,,,"38,500,000",1,1,2,,,,,,,8/24/2017,10/24/2017,,30%,50%,20%,,,,,,,,10/24/2017,,"35,000,000",-,"35,000,000","35,000,000","35,000,000","35,000,000",2,2,0%,100%,100%,11/23/2017,12/8/2017,3. 3 - 6 months,100%,100%,100%,,0,100%
BCDR024,LPS01,Lembaga Penjamin Simpanan,Jasa Penyusunan Peraturan Kepala Eksekutif Business Continuity Plan (BCP),VPRC,2017,SSM,#N/A,IRS,,IT Advisory,1.3.4. Lembaga Jasa Keuangan Khusus,,,Business Continuity and Disaster Recovery,,,,,,,,"835,000,000",1,1,2,,,,,,,7/21/2017,2/16/2018,,60%,40%,,,,,,,,,2/16/2018,,"759,090,909",-,"759,090,909","759,090,909","759,090,909","759,090,909",2,2,0%,100%,100%,1/19/2018,1/24/2018,4. > 6 months,100%,100%,100%,,0,100%
BCDR025,AEO01,AEON Credit Service Indonesia,Risk Assessment dan Business Impact Analysis,VPRC,2017,SSM,#N/A,IRS,,IT Advisory,1.3.3. Lembaga Pembiayaan,,,Risk Management and Assurance,,,,,,,,"250,100,000",0,1,2,,,,,,,9/14/2017,11/6/2017,12/15/2017,30%,50%,20%,,,,,,,,12/15/2017,,"250,100,000",-,"250,100,000","250,100,000","250,100,000","250,100,000",2,2,0%,100%,100%,1/25/2018,2/12/2018,3. 3 - 6 months,100%,100%,100%,,0,100%
BCDR026,FIF01,Federal International Finance (FIFGROUP),"Jasa Penyusunan RA, BIA, BCP dan DRP untuk PT Astra Digital Arta",VPRC,2018,SSM,SSM 100,HDA,,IT Advisory,1.3.3. Lembaga Pembiayaan,,Advisory,Business Continuity and Disaster Recovery,,,,,,,,"152,500,000",0,,2,,,,,,,6/28/2018,7/31/2018,,100%,,,,,,,,,,7/31/2018,BCDR026 ,"152,500,000",-,"152,500,000","152,500,000","152,500,000","152,500,000",2,2,0%,100%,100%,8/29/2018,10/9/2018,3. 3 - 6 months,100%,100%,100%,,0,100%
BCDR027,PPJ01,Pemerintah Provinsi DKI Jakarta,Jasa Konsultansi Teknologi Informasi (BCP Preparation and Drill),VPRC,2018,SSM,SSM 100,HDA,,IT Advisory,3.3. Pemerintah Daerah,,Advisory,Business Continuity and Disaster Recovery,,,,,,,,"429,330,000",1,,2,,,,,,,7/16/2018,10/16/2018,,50%,50%,,,,,,,,,10/16/2018,BCDR027 ,"390,300,000",-,"390,300,000","390,300,000","390,300,000","390,300,000",2,2,0%,100%,100%,11/7/2018,11/22/2018,3. 3 - 6 months,100%,100%,100%,,0,100%
BCDR028,BJB01,Bank Jambi,"Penyusunan Kebijakan dan Prosedur TI, BCP dan DRP",VPRC,2019,TSR,TSR 100,FED,,IT Advisory,1.1.2. BPD,,Advisory,Business Continuity and Disaster Recovery,,,,,,,,"209,000,000",0,,2,,,,,,,2/21/2019,5/17/2019,,35%,45%,20%,,,,,,,,5/17/2019,BCDR028 ,"209,000,000",-,"209,000,000","209,000,000","209,000,000","209,000,000",2,2,0%,100%,100%,6/20/2019,7/11/2019,3. 3 - 6 months,100%,100%,100%,,0,100%
BCDR029,KAI01,Kereta Api Indonesia (Persero),Jasa Pendampingan Pengujian BCP dan DRP,VPRC,2019,SSM,SSM 100,HDA,,IT Advisory,4.2. Jasa Transportasi,1,Advisory,Business Continuity and Disaster Recovery,,,,,,,,"336,000,000",0,,2,,,,,,,10/1/2019,11/30/2019,-,100%,,,,,,,,,,-,BCDR029 ,"336,000,000",-,"336,000,000","336,000,000","336,000,000","336,000,000",2,2,0%,100%,100%,12/9/2019,12/27/2019,2. 1 to 3 months,100%,100%,100%,,0,100%
BCDR030,BMR01,Bumi Resources Tbk,BCM Framework Advisory Services - Phase 1,VPRC,2020,SSM,#N/A,HDA,,IT Advisory,7. Pertambangan & Energi,,,Business Continuity and Disaster Recovery,,,,,,,,"570,000,000",0,,0,,,,terminated,30-Nov-20,,,,,20%,30%,40%,10%,,,,,,,,"""budget url""","570,000,000",-,"570,000,000",0,0,-,-1,2,0%,0%,0%,1899-12-30,1899-12-30,,0%,100%,100%,,0,100%
BCDR031,KAI01,Kereta Api Indonesia (Persero),Jasa Pengujian DRP PT KAI Periode 2020,VPRC,2020,SSM,SSM 100,TLW,,IT Advisory,4.2. Jasa Transportasi,1,Advisory,Business Continuity and Disaster Recovery,,,,,,,,"429,426,250",1,,2,,,,"Berdasarkan SPK, SPK sudah di TTD client. hardcopy SPK sudah di VP",3/23/2021,,12/10/2020,,,100%,,,,,,,,,,,BCDR031 ,"390,387,500",-,"390,387,500","390,387,500","390,387,500","390,387,500",2,2,0%,100%,100%,7/26/2021,10/8/2021,4. > 6 months,100%,100%,100%,,0,100%
BCDR032,TPN02,Bank BTPN Syariah,Jasa Konsultan Penyusunan Business Continuity Management (BCM) BTPN Syariah,VPRC,2021,SSM,AAM 10 SSM 90,HDA,,IT Advisory,1.4.1. Bank Syariah,,Advisory,Business Continuity and Disaster Recovery,,,,,,,,"250,000,000",1,,2,,,,"Addendum 2 tidak perlu, cukup menggunakan BAST dan tambahan surat keterangan jika diperlukan",1-Nov-21,,2/3/2021,7/21/2021,,20%,50%,30%,,,,,,,,7/21/2021,BCDR032 ,"227,272,727",-,"227,272,727","227,272,727","227,272,727","227,272,727",2,2,0%,100%,100%,1/5/2022,1/13/2022,4. > 6 months,100%,100%,100%,,0,100%
BCDR033,OJK01,Otoritas Jasa Keuangan,Jasa Konsultasi Penyusunan Rencana Kelangsungan Bisnis Proses Bisnis Kritikal dan Manajemen Insiden Otoritas Jasa Keuangan Tahun 2022,VPRC,2022,SSM,HZP 70 SSM 30,HDA,,IT Advisory,3.2. Lembaga Pemerintah Nonkementerian,,Advisory,Business Continuity and Disaster Recovery,,,,,,,,"190,720,721",0,,2,,,,"SPK Done, Addendum SPK done",20-Apr-22,,2/14/2022,4/19/2022,5/31/2022,100%,,,,,,,,,,5/31/2022,BCDR033 ,"190,720,721",-,"190,720,721","190,720,721","190,720,721","190,720,721",2,2,0%,100%,100%,6/7/2022,6/17/2022,3. 3 - 6 months,100%,100%,100%,,0,100%
BCDR034,TKA01,PT Telkom Akses,Jasa Konsultasi Implementasi ISO 22301:2019 Business Continuity Management System (BCMS),VPRC,2022,HZP,HZP 90 DGS 10,HDA,HDA 100,IT Advisory,10.4. Penyedia Jasa dan Jaringan Telekomunikasi,,Advisory,Other,,,,,,,,"380,000,000",0,,2,,,,Sudah ada SPK dengan termin. Berdasarkan SPK,12 Agustus 2022,,8/1/2022,12/1/2022,,30%,50%,20%,,,,,,,,12/1/2022,BCDR034 ,"380,000,000",-,"380,000,000","380,000,000","380,000,000","380,000,000",2,KPI,0%,100%,100%,6/9/2023,6/20/2023,4. > 6 months,100%,100%,100%,,0,100%
BCDR035,ADA01,Astra Digital Arta,Jasa Penyusunan Business Continuity Management (BCM) Berdasarkan ISO 22301:2019,VPRC,2023,HZP,HZP 95 JRM 5,JQV,HDA 55 JQV 45,IT Advisory,1.3.6. Fintech,,Advisory,#SBU1 Business Continuity & Disaster Recovery,1. GRC & Business Improvement,,,,,,,"400,000,000",0,,2,8/8/2023,9/22/2023,PDS,"8 Mei 24: 1 rangkap addendum hardcopy dikirim kembali ke Astrapay7 Mei 24: Addendum Done //15 Apr 24: Surat permohonan di update tglnya ke 31 Mei 24//28 Mar 24: Addendum sudah diemail utk review client//25 Mar 24: Jangka waktu addendum dibuat ke 10 Mei 2024//21 Mar 24: Addendum review PM //PKS dan NDA Done,PKS sudah disesuaikan kembali dan di email ke bu Ratih 12 Sept",12-Sep-24,"Addendum Done, pembayaran done",9/11/2023,3/11/2024,5/31/2024,20%,15%,30%,25%,10%,,,,,,5/31/2024,BCDR035 ,"400,000,000",0,"400,000,000","400,000,000","400,000,000","400,000,000",2,KPI,0%,100%,100%,8/7/2024,9/3/2024,4. > 6 months,100%,100%,100%,,0,100%
BCDR036,GDE01,Geo Dipa Energi,Jasa Konsultan Business Continuity Management System (BCMS),VPRC,2024,HZP,HZP 100,BEN,BEN 80 AFZ 20,IT Advisory,7. Pertambangan & Energi,,Advisory,#SBU1 Business Continuity & Disaster Recovery,1. GRC & Business Improvement,,,,,,,"340,000,000",0,,2,6/19/2024,7/11/2024,EYB,"15 Nov 24: Info PM tidak perlu adendum//cek kembali ke PM apa perlu addendum? sudah di wa//6 Nov 2024 : fu ke Mas Ben apakah perlu addendum, info mas ben tidak perlu addendum karena sudah disepakati jadwal closing projectnya// 22 oct 2024 : PKS done, 1 rangkap hardcopy PKS sudah diterima di VP// 18 oct 2024 : sudah fu AM untuk menanyakan update perihal ttd PKS di client, belum ada feedback// 14 Okt 24: PKS TTD VP, besok akan dikirim utk TTD client//10 Okt 24: PKS proses cetak dan TTD VP//2 oct 2024 : PKS sudah dihand-over ke mas ekky untuk diupload ke eproc// 27 Sep 2024 : PKS sedang review PM// 27 Sept 24: Kontrak Geo Dipa baru dapat dari client, sedang review PM//15 Aug 24: Jaminan pelaksanaan asli dikirim ke Bu Meryka tgl 16 aug 24//18 Jul 2024 : hardcopy PO dari geo dipa sudah diterima VP// 11 Juli 24: berdasarkan PO//5 Juli 24: Sudah FU bu Temmy, kontrak masih develop oleh GeoDipa//02 Jul 2024 : SKPP sudah dittd VP; tinggal kirim softfile ke AM// 26 Jun 24: info bu Temmy, Kontrak akan dari pihak Geodipa, masih menunggu kiriman kontrak//24 Jun 24: PKS akan review PM//19 Jun 24: Belum ada SPK, drafting PKS, sudah ada surat pemenang//",15-Nov-24,Tidak perlu addendum info PM,7/2/2024,11/27/2024,,100%,,,,,,,,,,11/27/2024,Budget,"340,000,000",-,"340,000,000","340,000,000","340,000,000","340,000,000",2,KPI,0%,100%,100%,12/16/2024,2/19/2025,4. > 6 months,100%,100%,100%,,0,100%
BCDR037,PLN04,PT PLN Indonesia Power,Update Disaster Recovery Plan (DRP) PLN Indonesia Power,VPRC,2024,HZP,HZP 100,BEN,BEN 100,IT Advisory,7. Pertambangan & Energi,,Advisory,#SBU1 Business Continuity & Disaster Recovery,1. GRC & Business Improvement,,,,,,,"286,800,000",0,,2,7/23/2024,7/29/2024,HRH,"15 Nov 24: Tidak perlu adendum info PM//cek kembali ke PM apa perlu addendum? sudah di wa//6 Nov 2024 : sudah fu Mas Ben apakah perlu addendum; info mas ben tidak perlu addendum karena sudah disepakati jadwal closing projectnya// 29 Jul 24: SPK Done, 1 rangkap sudah diterima VP//24 Jul 2024 : hardcopy SPK sudah dikirim ke client untuk ditanda tangan// 23 Jul 24: SPK sudah direview PM dan PD, akan dikriim 3a rangkap plus 1 ke PLN besok//",15-Nov-24,Tidak perlu addendum info PM,7/18/2024,11/29/2024,,100%,,,,,,,,,,11/29/2024,Budget,"286,800,000",-,"286,800,000","286,800,000","286,800,000","286,800,000",2,KPI,0%,100%,100%,12/16/2024,12/31/2024,3. 3 - 6 months,100%,100%,100%,,0,100%
BCDR038,PJY01,Perumda Pasar Jaya,"Jasa Konsultansi Implementasi Business Continuity Management System (BCMS), Pendampingan Sertifikasi ISO 22301:2019 dan Pengukuran Tingkat Maturitas Manajemen Risiko",VPRC,2024,HZP,HZP 100,JQV,JQV 100,IT Advisory,3.2. Lembaga Pemerintah Nonkementerian,,Advisory,#SBU1 Business Continuity & Disaster Recovery,1. GRC & Business Improvement,,,,,,,"296,350,000",0,,2,7/29/2024,8/5/2024,PDS,"11 Feb 2025 : Addendum done, 1 rangkap hardcopy addendum ttd kedua belah pihak sudah diterima di VP// 10 Feb 2025 : sudah FU Pak Adrian untuk mengirimkan ahrdcopy addendum// 17 Dec 2024 : addendum done, 1 rangkap softcopy addendum ttd kedua belah pihak sudah diterima, tinggal menunggu hardcopy// 12 Dec 2024 : 3 rangkap hardcopy BA addendum yang sudah dittd VP, 1 rangkap hardcopy surat permohonan addendum dan surat pernyataan dikirimkan ke client// 10 Dec 2024 : info PM, addendum ada revisi lagi dari pihak pasar jaya, sedang dikonfirmasikan kembali oleh PM// 9 dec 2024 : 3 rangkap hardcopy BA addendum dikirim ke client untuk dittd client; 1 rangkap surat permohonan addendum dan surat komitmen dikirimkan ke client// 9 Dec 2024 : sudah ada draft addendum dari client untuk dicetak dan dittd// 6 Dec 2024 : sudah fu ma jacq untuk menanyakan update dari pasar jaya, masih menunggu jawaban// 3 Dec 2024 : info dari mba jacq, pihak client masih mencari kesepakatan tanggal addendum// 28 Nov 2024 : surat permohonan addendum dan surat komitmen sudah dicetak dan sedang dittd VP// 25 Nov 2024 : sudah drafting permohonan addendum, sedang direview client// 21 Nov sudah fu Mba Jacq perlu addendum atau tidaknya, info mba jacq, keputusannya baru akan hari ini karena baru mau meeting dg client// 15 Nov 24: cek kembali ke PM apakah perlu addendum? info Mba JAc masih menunggu keputusan dari perumda pasar jaya//11 Nov 24: utk addendum nunggu info dari client apa perlu addendum atau tidak//6 Nov 2024 : sudah fu Mba Jacq apakah pelu addendum? info pm baru akan meeting mengenai addendum tgl 7 nov// 5 AUg 24: SPK Done, 1 rangkap sudah diterima di VP//1 Aug 24: FU pak Adrian utk TTD SPK//29 Jul 24: SPK hardcopy sudah dikirim 3 rangkap utk TTD client//",11-Feb-25,"addendum done digital, tinggal menunggu hardcopy",7/24/2024,11/24/2024,12/31/2024,40%,60%,,,,,,,,,12/31/2024,Budget,"296,350,000",-,"296,350,000","296,350,000","296,350,000","296,350,000",2,KPI,0%,100%,100%,12/27/2024,12/31/2024,3. 3 - 6 months,100%,100%,100%,,0,100%
BCDR039,BTN01,Bank Tabungan Negara,Jasa Konsultan Pelaksanaan Asesmen BIA dan Simulasi BCP-DRP,VPRC,2024,HZP,HZP 80 TSR 20,JQV,JQV 100,IT Advisory,1.1.1. Bank Umum,,Advisory,#SBU1 Business Continuity & Disaster Recovery,1. GRC & Business Improvement,,,,,,,"1,009,009,009",0,,2,8/26/2024,9/10/2024,VMR,"12 Juni 25: project closed jd tdk perlu addendum/komitmen//29 Apr 2025 : info PM tidak jadi surat komitmen karena bisa BAST duluan// 23 Apr 2025 : sudah drafting surat komitmen, sedang direviu PM// 22 Apr 2025 : info PM perlu surat komitmen// 11 Mar 2025 : addendum done, 1 rangkahp hardcopy adendum dikirimkan kembali ke BTN, 1 rangkap diarsip// 11 Mar 2025 : 2 rangkap hardcopy addendum dari BTN sedang dittd VP// 3 Mar 2025 : Info PM, addendum sedang dalam proses ttd client// 27 feb 2025 : sudah FU Pak Sigit untuk finalisasi Addendum, info Pak Sigit addendum sedang dalam proses ttd// 24 Feb 2025 : Draf addendum dikirim ke client untuk direviu// 21 Feb 2025 : Info addendum PM akan direviu hari ini// 20 Feb 2025 : sudah FU PM untuk mereviu addendum, sedang menunggu jawaban// 17 Feb 2025 : sudah ada draf addendum dari BTN, sedang direviu PM// 14 Feb 2025 : Sudah fu Pak sigit apakah addendum sudah selesai reviu atau belum, sedang menunggu jawaban// 7 Feb 2025 : sudah fu Pak Sigit untuk mereviu addendum, info Pak sigit addendum masih dalam proses legal reviu// 3 Feb 2025 : draft addendum dikirimkan ke client by email untuk direview// 3 Feb 2024 : info Pak Sigit addendum didraft dul menggunakan format VP, nanti direview legal BTN// 31 Jan 2025 : sudah fu by email untuk memproses addendum, sedang menunggu jawaban// untuk 24 Jan 2025 : Surat Permohonan Addendum dikirimkan ke client by email// 23 Jan 2025 : surat permohonan addendum sudah direview dan sedang dittd VP// 21 Jan 2025 : info PM perlu addendum dan surat permohonan addendum sedang direview oleh PM// 20 Jan 2025 : cek ke PM perlu addendum? info PM akan dikonfirmasikan dulu ke client sore ini// 12 sep 2024 : 1 rangkap hardcopy PKS dari client sudah diterima di VP// 10 Sept 24: PKS dan NDA Done soft copy, hardcopy akan dikirim ke VP//6 Sept 24: PKS dan NDA 2 rangkap dikirim ke BTN utk TTD client//3 Sept 24: PKS sedang ttd VP//26 Aug 24; NDA dan PKS sedang review VP",12-Jun-25,"addendum done, tdk perliu addendum krn project closed",8/20/2024,3/2/2025,4/30/2025,40%,30%,30%,,,,,,,,4/30/2025,Budget,"1,009,009,009",-,"1,009,009,009","1,009,009,009","1,009,009,009","1,009,009,009",2,KPI,0%,100%,100%,6/10/2025,6/20/2025,4. > 6 months,100%,100%,100%,,0,100%
BCDR040,BPB03,Bank Bengkulu,"Jasa Konsultan Pengembangan Dokumen Business Continuity Management (BCM), Business Continuity Plan (BCP), dan Disaster Recovery Plan (DRP)",VPRC,2024,HZP,HZP 70 TSR 30,BEN,TFP 0 BEN 100,IT Advisory,1.1.2. BPD,,Advisory,#SBU1 Business Continuity & Disaster Recovery,1. GRC & Business Improvement,,,,,,,"337,837,838",0,,2,10/31/2024,11/21/2024,EYB,"20 Feb 2025 : Info PM tidak perlu addendum// 22 Nov 2024 : PKS done, 1 rangkap PKS ttd kedua belah pihak sudah diterima di AD// 21 Nov 2024 : PKS done, sudah ada softcopy PKS ttd kedua belah pihak, hardcopy PKS sedang dikirim ke VP// // 15 Nov 24: FU ke client apakah PKS sudah terima utk TTD//11 Nov 24: PKS sudah dikirim 2 rangkap ke belitung//11 Nov 2024 : PKS sudah dicetak dan sedang ttd VP// 11 Nov 2024 : Sudah ada PKS review client, sedang review VP// 8 Nov 2024 : PKS hasil review dikirim kembali ke client by email// 6 Nov 2024 : sudah ada feedback PKS dari client, sedang review VP/ sudah fu client melalui email untuk review PKS// 1 Nov 2024 : PKS sudah direview PM dan dikirim kembali ke client by email// 31 oct 2024 : review PKS Bank Bengkulu",20-Feb-25,info PM belum perlu addendum,11/5/2024,3/11/2025,,20%,30%,40%,10%,,,,,,,3/11/2025,Budget,"337,837,838",-,"337,837,838","337,837,838","337,837,838","337,837,838",2,KPI,0%,100%,100%,3/11/2025,3/26/2025,3. 3 - 6 months,100%,100%,100%,,0,100%
