BCDR010,BNI01,2014,TSR,NVN,2,BNI Securities,BCP Review & VA,t1,"19,000,000",1/20/2014,1/30/2014,Business Continuity and Disaster Recovery,,0,,,2,,1/30/2014,1/30/2014,1/30/2014,0.00,,2,1/30/2014,,,-,-,-,-,-,-,-,-,2,2,,#N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"19,000,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
BCDR010,BNI01,2014,TSR,NVN,2,BNI Securities,BCP Review & VA,t2,"19,000,000",1/20/2014,1/30/2014,Business Continuity and Disaster Recovery,,0,,,2,,1/30/2014,1/30/2014,1/30/2014,0.00,,2,1/30/2014,,,-,-,-,-,-,-,-,-,2,2,,#N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"19,000,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
BCDR011,ACA02,2014,TSR,SHS,2,Aldiracita Corpotama,BCP Review,t1,"18,000,000",1/25/2014,2/1/2014,Business Continuity and Disaster Recovery,,0,,,2,,2/1/2014,2/1/2014,2/1/2014,0.00,,2,2/1/2014,,,-,-,-,-,-,-,-,-,2,2,,#N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"18,000,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
BCDR012,INS01,2014,TSR,SHS,2,Investindo Nusantara Sekuritas,BCP Review,t1,"18,000,000",1/20/2014,2/6/2014,Business Continuity and Disaster Recovery,,0,,,2,,2/6/2014,2/6/2014,2/6/2014,0.00,,2,2/6/2014,,,-,-,-,-,-,-,-,-,2,2,,#N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"18,000,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
BCDR013,ATA02,2014,TSR,NVN,2,Arkalogic Transaksi (Moneta),Jasa Outsource – Pengembangan BCP dan DRP pada PT Arkalogic Transaksi,t1,"29,295,000",2/6/2014,3/20/2014,Business Continuity and Disaster Recovery,,0,,,2,,3/20/2014,3/20/2014,3/20/2014,0.00,,2,3/20/2014,,,-,-,-,-,-,-,-,-,2,2,,#N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"29,295,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
BCDR014,BNI01,2014,TSR,SHS,2,BNI Securities,Review Remote Trading & VA Datacenter & DRC,t1,"15,000,000",2/4/2014,2/12/2014,Business Continuity and Disaster Recovery,,0,,,2,,2/12/2014,2/12/2014,2/12/2014,0.00,,2,2/12/2014,,,-,-,-,-,-,-,-,-,2,2,,#N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"15,000,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
BCDR014,BNI01,2014,TSR,SHS,2,TRA,Review Remote Trading & VA Datacenter & DRC,t2,"15,000,000",2/4/2014,2/12/2014,Business Continuity and Disaster Recovery,,0,,,2,,2/12/2014,2/12/2014,2/12/2014,0.00,,2,2/12/2014,,,-,-,-,-,-,-,-,-,2,2,,#N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"15,000,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
BCDR015,KPK01,2014,AOW,NVN,2,Komisi Pemberantasan Korupsi,Penyusunan Dokumen Recovery Strategy,t1,"58,500,000",3/1/2014,,Business Continuity and Disaster Recovery,,1,,,2,,3/1/2014,,,Need Plan,,2,3/1/2014,,,-,-,-,-,-,-,-,-,-1,2,,#N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"58,500,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
BCDR016,DVI01,2014,TSR,FTN,2,DBS Vickers Securities Indonesia,Compliance Review BCP & Vulnerability Assessment,t1,"14,000,000",4/1/2014,4/1/2015,Business Continuity and Disaster Recovery,,0,,,2,,4/1/2015,4/1/2015,4/1/2015,0.00,,2,4/1/2015,,,-,-,-,-,-,-,-,-,2,2,,#N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"14,000,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
BCDR016,DVI01,2014,TSR,FTN,2,DBS Vickers Securities Indonesia,Compliance Review BCP & Vulnerability Assessment,t2,"21,000,000",4/1/2014,4/1/2015,Business Continuity and Disaster Recovery,,0,,,2,,4/1/2015,4/1/2015,4/1/2015,0.00,,2,4/2/2015,,,-,-,-,-,-,-,-,-,2,2,,#N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"21,000,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
BCDR017,IDS01,2014,AOW,MSM,-1,Indosat Ooredoo,"Consultant services for BCM Enhancement (BIA, DRP)",t1,0,,,Business Continuity and Disaster Recovery,,1,,,-1,,,,,Need Plan,,-1,4/3/2015,,,-,-,-,-,-,-,-,-,-1,2,,#N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
BCDR018,HKR01,2015,TSR,NVN,2,Hardana Kacida Reana,Jasa Outsource – Pengembangan BCP dan DRP,t1,"36,600,000",1/6/2015,1/23/2015,Business Continuity and Disaster Recovery,,0,,,2,,8/7/2015,1/23/2015,1/23/2015,195.14,,2,8/7/2015,,5/26/2016,-,-,-,-,-,-,-,-,2,2,,#N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"36,600,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
BCDR019,TPN01,2015,AOW,NVN,2,Bank BPTN,Jasa Konsultasi Penyusunan BIA dan BCP,t1,"164,526,364",5/19/2015,12/31/2015,Business Continuity and Disaster Recovery,,0,,,2,,9/14/2015,12/31/2015,12/31/2015,-108.00,,2,9/14/2015,,9/29/2015,-,-,-,-,-,-,-,-,2,2,,#N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"164,526,364",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
BCDR019,TPN01,2015,AOW,NVN,2,Bank BPTN,Jasa Konsultasi Penyusunan BIA dan BCP,t2,"205,657,955",5/19/2015,12/31/2015,Business Continuity and Disaster Recovery,,0,,,2,,10/16/2015,12/31/2015,12/31/2015,-76.00,,2,10/16/2015,,11/5/2015,-,-,-,-,-,-,-,-,2,2,,#N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"205,657,955",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
BCDR019,TPN01,2015,AOW,NVN,2,Bank BPTN,Jasa Konsultasi Penyusunan BIA dan BCP,t3,"205,657,955",5/19/2015,12/31/2015,Business Continuity and Disaster Recovery,,0,,,2,,12/3/2015,12/31/2015,12/31/2015,-28.00,,2,12/3/2015,,12/17/2015,-,-,-,-,-,-,-,-,2,2,,#N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"205,657,955",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
BCDR019,TPN01,2015,AOW,NVN,2,Bank BPTN,Jasa Konsultasi Penyusunan BIA dan BCP,t4,"246,789,545",5/19/2015,12/31/2015,Business Continuity and Disaster Recovery,,0,,,2,,12/3/2015,12/31/2015,12/31/2015,-28.00,,2,12/3/2015,,12/17/2015,-,-,-,-,-,-,-,-,2,2,,#N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"246,789,545",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
BCDR020,BJT02,2015,TSR,WNW,2,Bank Jatim,Jasa Konsultan Pengembangan Business Continuity Information Technology,t1,"131,818,182",12/14/2015,12/13/2016,Business Continuity and Disaster Recovery,,0,,,2,,4/4/2016,12/13/2016,12/13/2016,-253.00,,2,4/4/2016,,5/13/2016,-,-,-,-,-,-,-,-,2,2,,#N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"131,818,182",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
BCDR020,BJT02,2015,TSR,WNW,2,Bank Jatim,Jasa Konsultan Pengembangan Business Continuity Information Technology,t2,"230,681,818",12/14/2015,12/13/2016,Business Continuity and Disaster Recovery,,0,,,2,,6/13/2016,5/18/2016,5/18/2016,26.00,,2,6/13/2016,,6/30/2016,-,-,-,-,-,-,-,-,2,2,,#N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"230,681,818",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
BCDR020,BJT02,2015,TSR,WNW,2,Bank Jatim,Jasa Konsultan Pengembangan Business Continuity Information Technology,t3,"131,818,182",12/14/2015,12/13/2016,Business Continuity and Disaster Recovery,,0,,,2,,6/13/2016,6/6/2016,6/6/2016,7.00,,2,6/13/2016,,6/30/2016,-,-,-,-,-,-,-,-,2,2,,#N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"131,818,182",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
BCDR020,BJT02,2015,TSR,WNW,2,Bank Jatim,Jasa Konsultan Pengembangan Business Continuity Information Technology,t4,"131,818,182",12/14/2015,12/13/2016,Business Continuity and Disaster Recovery,,0,,,2,,6/16/2016,6/16/2016,6/16/2016,0.00,,2,6/16/2016,,8/23/2016,-,-,-,-,-,-,-,-,2,2,,#N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"131,818,182",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
BCDR020,BJT02,2015,TSR,WNW,2,Bank Jatim,Jasa Konsultan Pengembangan Business Continuity Information Technology,t5,"32,954,545",12/14/2015,12/13/2016,Business Continuity and Disaster Recovery,"1. Berita Acara Masa Implementation (Warranty).
2. Photo copy SPMK dan Perjanjian.",0,,,2,,10/26/2017,10/30/2017,10/30/2017,-4.00,,2,10/26/2017,,11/13/2017,-,-,-,-,-,-,-,-,2,2,,#N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"32,954,545",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
BCDR021,PPP01,2016,SSM,FTN,2,Pegadaian,Penyusunan BCMS,t1,"84,545,455",5/9/2016,9/9/2016,Business Continuity and Disaster Recovery,,0,,,2,,8/1/2016,9/9/2016,9/9/2016,-39.00,,2,8/1/2016,,8/26/2016,-,-,-,-,-,-,-,-,2,2,-,#N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"84,545,455",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
BCDR021,PPP01,2016,SSM,FTN,2,Pegadaian,Penyusunan BCMS,t2,"118,363,636",5/9/2016,9/9/2016,Business Continuity and Disaster Recovery,,0,,,2,,11/1/2016,8/31/2016,8/31/2016,62.00,,2,11/1/2016,,11/11/2016,-,-,-,-,-,-,-,-,2,2,-,#N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"118,363,636",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
BCDR021,PPP01,2016,SSM,FTN,2,Pegadaian,Penyusunan BCMS,t3,"101,454,545",5/9/2016,9/9/2016,Business Continuity and Disaster Recovery,,0,,,2,,12/5/2016,11/25/2016,11/25/2016,10.00,,2,12/5/2016,,12/9/2016,-,-,-,-,-,-,-,-,2,2,-,#N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"101,454,545",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
BCDR021,PPP01,2016,SSM,FTN,2,Pegadaian,Penyusunan BCMS,t4,"33,818,182",5/9/2016,9/9/2016,Business Continuity and Disaster Recovery,,0,,,2,,12/15/2016,2/18/2017,2/18/2017,-65.00,,2,12/15/2016,,12/23/2016,-,-,-,-,-,-,-,-,2,2,-,#N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"33,818,182",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
BCDR022,MSM01,2016,SSM,ATB,2,Mandiri Sekuritas,Jasa Independent Reviewer BCP,t1,"17,500,000",7/18/2016,8/18/2016,Business Continuity and Disaster Recovery,,0,,,2,,8/4/2016,8/18/2016,8/18/2016,-14.00,,2,8/4/2016,,8/26/2016,-,-,-,-,-,-,-,-,2,2,-,#N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"17,500,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
BCDR022,MSM01,2016,SSM,ATB,2,Mandiri Sekuritas,Jasa Independent Reviewer BCP,t2,"17,500,000",7/18/2016,8/18/2016,Business Continuity and Disaster Recovery,,0,,,2,,9/1/2016,8/12/2016,8/12/2016,20.00,,2,9/1/2016,,9/16/2016,-,-,-,-,-,-,-,-,2,2,-,#N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"17,500,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
BCDR023,CSI01,2017,SSM,IFI,2,CIMB Securities Indonesia,Jasa Independent Reviewer BCP,t1,"10,500,000",8/24/2017,10/24/2017,Business Continuity and Disaster Recovery,"1. SPK.
2. Kontrak/PKS ditandatangani.",0,,,2,,8/30/2017,10/24/2017,10/24/2017,-55.00,,2,8/30/2017,,9/8/2017,-,-,-,-,-,-,-,-,2,2,,#N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"10,500,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
BCDR023,CSI01,2017,SSM,IFI,2,CIMB Securities Indonesia,Jasa Independent Reviewer BCP,t2,"17,500,000",8/24/2017,10/24/2017,Business Continuity and Disaster Recovery,"1. Draft Laporan Independent Review BCP.
2. BAST.",0,,,2,,11/23/2017,10/20/2017,10/20/2017,34.00,,2,11/23/2017,,12/8/2017,-,-,-,-,-,-,-,-,2,2,,#N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"17,500,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
BCDR023,CSI01,2017,SSM,IFI,2,CIMB Securities Indonesia,Jasa Independent Reviewer BCP,t3,"7,000,000",8/24/2017,10/24/2017,Business Continuity and Disaster Recovery,"1. Laporan Final Independent Review BCP.
2. BAST.",0,,,2,,11/23/2017,10/20/2017,10/20/2017,34.00,,2,11/23/2017,,12/8/2017,-,-,-,-,-,-,-,-,2,2,,#N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"7,000,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
BCDR024,LPS01,2017,SSM,IRS,2,Lembaga Penjamin Simpanan,Jasa Penyusunan Peraturan Kepala Eksekutif BCP,t1,"455,454,545",7/21/2017,2/16/2018,Business Continuity and Disaster Recovery,"1. Laporan Hasil Kajian BIA (Hardcopy 3 Rangkap, Softcopy dlm CD).
2. Draft PKE BCP (Hardcopy 3 Rangkap, Softcopy dlm CD).
3. BAPP.",0,,,2,,12/7/2017,10/27/2017,10/27/2017,41.00,,2,12/7/2017,,12/18/2017,-,-,-,-,-,-,-,-,2,2,,#N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"455,454,545",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
BCDR024,LPS01,2017,SSM,IRS,2,Lembaga Penjamin Simpanan,Jasa Penyusunan Peraturan Kepala Eksekutif BCP,t2,"303,636,364",7/21/2017,2/16/2018,Business Continuity and Disaster Recovery,"1. Draft PKE Disetujui dalam Rapat Eksekutif (Hardcopy 3 Rangkap, Softcopy dlm CD)..
2. BAPP.",0,,,2,,1/19/2018,12/29/2017,12/29/2017,21.00,,2,1/19/2018,,1/24/2018,-,-,-,-,-,-,-,-,2,2,,#N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"303,636,364",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
BCDR025,AEO01,2017,SSM,IRS,2,AEON Credit Service Indonesia,Risk Assessment dan Business Impact Analysis,t1,"75,030,000",9/14/2017,12/15/2017,Risk Management and Assurance,1. PO Terbit.,0,,,2,,9/20/2017,12/15/2017,12/15/2017,-86.00,,2,9/20/2017,,10/2/2017,-,-,-,-,-,-,-,-,2,2,,#N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"75,030,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
BCDR025,AEO01,2017,SSM,IRS,2,AEON Credit Service Indonesia,Risk Assessment dan Business Impact Analysis,t2,"125,050,000",9/14/2017,12/15/2017,Risk Management and Assurance,"1. Draft Laporan.
2. BAST.",0,,,2,,12/18/2017,10/30/2017,10/30/2017,49.00,,2,12/18/2017,,1/10/2018,-,-,-,-,-,-,-,-,2,2,,#N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"125,050,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
BCDR025,AEO01,2017,SSM,IRS,2,AEON Credit Service Indonesia,Risk Assessment dan Business Impact Analysis,t3,"50,020,000",9/14/2017,12/15/2017,Risk Management and Assurance,"1. Laporan Final.
2. BAST.",0,,,2,,1/25/2018,12/15/2017,12/15/2017,41.00,,2,1/25/2018,,2/12/2018,-,-,-,-,-,-,-,-,2,2,,#N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"50,020,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
BCDR026,FIF01,2018,SSM,HDA,2,Federal International Finance (FIFGROUP),"Jasa Penyusunan RA, BIA, BCP dan DRP untuk PT Astra Digital Arta",t1,"152,500,000",6/28/2018,7/31/2018,Business Continuity and Disaster Recovery,"1. Laporan BIA dan RA.
2. Dokumen BCP dan DRP.
3, BAST.",0,,,2,,8/29/2018,8/1/2018,8/1/2018,0.00,,2,8/29/2018,,10/9/2018,-,-,-,-,-,-,-,-,2,2,,SSM 100,-,-,-,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"152,500,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
BCDR027,PPJ01,2018,SSM,HDA,2,Pemerintah Provinsi DKI Jakarta,Jasa Konsultansi Teknologi Informasi (BCP Preparation and Drill),t1,"195,150,000",7/16/2018,10/16/2018,Business Continuity and Disaster Recovery,"1. Workshop Hasil Analisa Risiko & BIA.
2. BAPP/BAST.
",0,,,2,,10/30/2018,9/16/2018,9/16/2018,0.00,,2,10/30/2018,,11/16/2018,-,-,-,-,-,-,-,-,2,2,,SSM 100,-,-,-,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"195,150,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
BCDR027,PPJ01,2018,SSM,HDA,2,Pemerintah Provinsi DKI Jakarta,Jasa Konsultansi Teknologi Informasi (BCP Preparation and Drill),t2,"195,150,000",7/16/2018,10/16/2018,Business Continuity and Disaster Recovery,"1. Workshop Sosialisasi BCP.
2. BAPP/BAST.
",0,,,2,,11/7/2018,10/16/2018,10/16/2018,0.00,,2,11/7/2018,,11/22/2018,-,-,-,-,-,-,-,-,2,2,,SSM 100,-,-,-,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"195,150,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
BCDR028,BJB01,2019,TSR,FED,2,Bank Jambi,"Penyusunan Kebijakan dan Prosedur TI, BCP dan DRP",t1,"73,150,000",2/21/2019,5/17/2019,Business Continuity and Disaster Recovery,"1. PKS Signed.
",0,,,2,,3/27/2019,4/30/2019,4/30/2019,0.00,,2,3/27/2019,,4/5/2019,-,-,-,-,-,-,-,-,2,2,,TSR 100,-,-,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"73,150,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
BCDR028,BJB01,2019,TSR,FED,2,Bank Jambi,"Penyusunan Kebijakan dan Prosedur TI, BCP dan DRP",t2,"94,050,000",2/21/2019,5/17/2019,Business Continuity and Disaster Recovery,"1. Dokumen Kebijakan SOP TI.
2. BAST.",0,,,2,,6/13/2019,4/30/2019,4/30/2019,0.00,,2,6/13/2019,,7/11/2019,-,-,-,-,-,-,-,-,2,2,,TSR 100,-,-,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"94,050,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
BCDR028,BJB01,2019,TSR,FED,2,Bank Jambi,"Penyusunan Kebijakan dan Prosedur TI, BCP dan DRP",t3,"41,800,000",2/21/2019,5/17/2019,Business Continuity and Disaster Recovery,"1. Dokumen Kebijakan SOP BCP-DRP.
2. BAST.",0,,,2,,6/20/2019,5/31/2019,5/31/2019,0.00,,2,6/20/2019,,7/11/2019,-,-,-,-,-,-,-,-,2,2,,TSR 100,-,-,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"41,800,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
BCDR029,KAI01,2019,SSM,HDA,2,Kereta Api Indonesia (Persero),Jasa Pendampingan Pengujian BCP dan DRP,t1,"336,000,000",10/1/2019,-,Business Continuity and Disaster Recovery,,0,,,2,,12/9/2019,12/31/2019,12/31/2019,0.00,,2,12/9/2019,,12/27/2019,-,-,-,-,-,-,-,-,2,2,,SSM 100,-,-,-,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"336,000,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
BCDR030,BMR01,2020,SSM,HDA,-1,Bumi Resources Tbk,BCM Framework Advisory Services - Phase 1,t1,"114,000,000",,,Business Continuity and Disaster Recovery,,1,,,-1,,,,,Need Plan,"1. Draft PKS sudah di bagian legal BUMI 
2. Update terakhir dari Sales (Panji), pekerjaan tentatif dijalankan di bulan Oktober 2020, perlu bantuan Sales untuk follow up status pekerjaan bisa dimulai atau dibatalkan.",-1,,,,-,-,-,-,-,-,-,-,-,2,,#N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"114,000,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
